"holiday","workingday","temp","atemp","humidity","windspeed","count","datetime_hour","season_X2","season_X3","season_X4","weather_X2","weather_X3","datetime_dow_Mon","datetime_dow_Tue","datetime_dow_Wed","datetime_dow_Thu","datetime_dow_Fri","datetime_dow_Sat"
-0.171482599437349,-1.46060522521161,-1.33359943580326,-1.09268677794352,0.993167434502511,-1.56768165721653,2.77258872223978,-1.6688669012239,-0.578950117465311,-0.578950117465311,-0.579091541309247,-0.593236810863699,-0.292863620622543,-0.407594945208955,-0.405754402108218,-0.407594945208955,-0.407901353735605,-0.404217842459413,2.42320764596215
-0.171482599437349,-1.46060522521161,-1.43884111515484,-1.18236652021065,0.941205975897261,-1.56768165721653,3.68887945411394,-1.52427126372431,-0.578950117465311,-0.578950117465311,-0.579091541309247,-0.593236810863699,-0.292863620622543,-0.407594945208955,-0.405754402108218,-0.407594945208955,-0.407901353735605,-0.404217842459413,2.42320764596215
-0.171482599437349,-1.46060522521161,-1.43884111515484,-1.18236652021065,0.941205975897261,-1.56768165721653,3.46573590279973,-1.37967562622472,-0.578950117465311,-0.578950117465311,-0.579091541309247,-0.593236810863699,-0.292863620622543,-0.407594945208955,-0.405754402108218,-0.407594945208955,-0.407901353735605,-0.404217842459413,2.42320764596215
-0.171482599437349,-1.46060522521161,-1.33359943580326,-1.09268677794352,0.681398682871012,-1.56768165721653,2.56494935746154,-1.23507998872513,-0.578950117465311,-0.578950117465311,-0.579091541309247,-0.593236810863699,-0.292863620622543,-0.407594945208955,-0.405754402108218,-0.407594945208955,-0.407901353735605,-0.404217842459413,2.42320764596215
-0.171482599437349,-1.46060522521161,-1.33359943580326,-1.09268677794352,0.681398682871012,-1.56768165721653,0,-1.09048435122554,-0.578950117465311,-0.578950117465311,-0.579091541309247,-0.593236810863699,-0.292863620622543,-0.407594945208955,-0.405754402108218,-0.407594945208955,-0.407901353735605,-0.404217842459413,2.42320764596215
-0.171482599437349,-1.46060522521161,-1.33359943580326,-1.27145626417339,0.681398682871012,-0.83240423001118,0,-0.945888713725952,-0.578950117465311,-0.578950117465311,-0.579091541309247,1.68551263270095,-0.292863620622543,-0.407594945208955,-0.405754402108218,-0.407594945208955,-0.407901353735605,-0.404217842459413,2.42320764596215
-0.171482599437349,-1.46060522521161,-1.43884111515484,-1.18236652021065,0.941205975897261,-1.56768165721653,0.693147180559945,-0.801293076226363,-0.578950117465311,-0.578950117465311,-0.579091541309247,-0.593236810863699,-0.292863620622543,-0.407594945208955,-0.405754402108218,-0.407594945208955,-0.407901353735605,-0.404217842459413,2.42320764596215
-0.171482599437349,-1.46060522521161,-1.54408279450643,-1.27145626417339,1.25297472752876,-1.56768165721653,1.09861228866811,-0.656697438726774,-0.578950117465311,-0.578950117465311,-0.579091541309247,-0.593236810863699,-0.292863620622543,-0.407594945208955,-0.405754402108218,-0.407594945208955,-0.407901353735605,-0.404217842459413,2.42320764596215
-0.171482599437349,-1.46060522521161,-1.33359943580326,-1.09268677794352,0.681398682871012,-1.56768165721653,2.07944154167984,-0.512101801227186,-0.578950117465311,-0.578950117465311,-0.579091541309247,-0.593236810863699,-0.292863620622543,-0.407594945208955,-0.405754402108218,-0.407594945208955,-0.407901353735605,-0.404217842459413,2.42320764596215
-0.171482599437349,-1.46060522521161,-0.912632718396923,-0.735147805483794,0.733360141476262,-1.56768165721653,2.63905732961526,-0.367506163727597,-0.578950117465311,-0.578950117465311,-0.579091541309247,-0.593236810863699,-0.292863620622543,-0.407594945208955,-0.405754402108218,-0.407594945208955,-0.407901353735605,-0.404217842459413,2.42320764596215
